Date,LT COMPOSITE (>10 Yrs),TREASURY 20-Yr CMT,Extrapolation Factor
6/12/12,2.35,2.37,
6/11/12,2.29,2.3,
6/8/12,2.34,2.36,
6/7/12,2.33,2.35,
6/6/12,2.32,2.34,
6/5/12,2.21,2.23,
6/4/12,2.16,2.17,
6/1/12,2.11,2.13,
5/31/12,2.25,2.27,
5/30/12,2.3,2.32,
5/29/12,2.42,2.44,
5/25/12,2.43,2.44,
5/24/12,2.44,2.46,
5/23/12,2.39,2.41,
5/22/12,2.46,2.48,
5/21/12,2.4,2.42,
5/18/12,2.39,2.4,
5/17/12,2.38,2.39,
5/16/12,2.47,2.48,
5/15/12,2.48,2.5,
5/14/12,2.5,2.53,
5/11/12,2.57,2.59,
5/10/12,2.61,2.64,
5/9/12,2.59,2.63,
5/8/12,2.6,2.63,
5/7/12,2.64,2.67,
5/4/12,2.64,2.67,
5/3/12,2.69,2.72,
5/2/12,2.68,2.72,
5/1/12,2.72,2.76,
4/30/12,2.69,2.73,
4/27/12,2.69,2.73,
4/26/12,2.71,2.74,
4/25/12,2.73,2.76,
4/24/12,2.71,2.75,
4/23/12,2.67,2.71,
4/20/12,2.71,2.75,
4/19/12,2.71,2.74,
4/18/12,2.72,2.76,
4/17/12,2.75,2.79,
4/16/12,2.71,2.75,
4/13/12,2.74,2.77,
4/12/12,2.81,2.85,
4/11/12,2.78,2.82,
4/10/12,2.73,2.77,
4/9/12,2.78,2.82,
4/6/12,2.81,2.85,
4/5/12,2.93,2.97,
4/4/12,2.98,3.02,
4/3/12,3.02,3.07,
4/2/12,2.96,3,
3/30/12,2.96,3,
3/29/12,2.89,2.93,
3/28/12,2.93,2.97,
3/27/12,2.91,2.96,
3/26/12,2.96,3,
3/23/12,2.95,2.99,
3/22/12,3,3.04,
3/21/12,3.01,3.06,
3/20/12,3.08,3.13,
3/19/12,3.1,3.14,
3/16/12,3.03,3.08,
3/15/12,3.03,3.08,
3/14/12,3.03,3.08,
3/13/12,2.87,2.92,
3/12/12,2.77,2.82,
3/9/12,2.79,2.83,
3/8/12,2.78,2.82,
3/7/12,2.72,2.76,
3/6/12,2.69,2.73,
3/5/12,2.74,2.78,
3/2/12,2.72,2.77,
3/1/12,2.76,2.8,
2/29/12,2.69,2.73,
2/28/12,2.67,2.71,
2/27/12,2.65,2.69,
2/24/12,2.71,2.75,
2/23/12,2.73,2.77,
2/22/12,2.75,2.79,
2/21/12,2.8,2.84,
2/17/12,2.76,2.8,
2/16/12,2.74,2.78,
2/15/12,2.69,2.72,
2/14/12,2.65,2.7,
2/13/12,2.73,2.78,
2/10/12,2.7,2.75,
2/9/12,2.77,2.83,
2/8/12,2.73,2.78,
2/7/12,2.73,2.78,
2/6/12,2.67,2.71,
2/3/12,2.72,2.76,
2/2/12,2.59,2.64,
2/1/12,2.6,2.65,
1/31/12,2.54,2.59,
1/30/12,2.59,2.64,
1/27/12,2.67,2.71,
1/26/12,2.7,2.74,
1/25/12,2.74,2.78,
1/24/12,2.78,2.82,
1/23/12,2.78,2.82,
1/20/12,2.74,2.78,
1/19/12,2.68,2.72,
1/18/12,2.59,2.63,
1/17/12,2.53,2.57,
1/13/12,2.55,2.59,
1/12/12,2.61,2.65,
1/11/12,2.6,2.63,
1/10/12,2.68,2.71,
1/9/12,2.66,2.7,
1/6/12,2.67,2.7,
1/5/12,2.7,2.74,
1/4/12,2.68,2.71,
1/3/12,2.64,2.67,
12/30/11,2.55,2.57,
12/29/11,2.56,2.58,
12/28/11,2.57,2.59,
12/27/11,2.69,2.72,
12/23/11,2.7,2.73,
12/22/11,2.64,2.67,
12/21/11,2.64,2.67,
12/20/11,2.58,2.61,
12/19/11,2.45,2.48,
12/16/11,2.51,2.54,
12/15/11,2.57,2.6,
12/14/11,2.56,2.59,
12/13/11,2.63,2.66,
12/12/11,2.71,2.75,
12/9/11,2.76,2.79,
12/8/11,2.66,2.7,
12/7/11,2.71,2.74,
12/6/11,2.75,2.74,
12/5/11,2.69,2.73,
12/2/11,2.7,2.74,
12/1/11,2.78,2.82,
11/30/11,2.74,2.77,
11/29/11,2.63,2.66,
11/28/11,2.6,2.63,
11/25/11,2.6,2.62,
11/23/11,2.5,2.53,
11/22/11,2.58,2.6,
11/21/11,2.62,2.65,
11/18/11,2.66,2.69,
11/17/11,2.63,2.66,
11/16/11,2.7,2.73,
11/15/11,2.73,2.79,
11/14/11,2.71,2.77,
11/10/11,2.73,2.8,
11/9/11,2.66,2.73,
11/8/11,2.77,2.84,
11/7/11,2.7,2.77,
11/4/11,2.73,2.81,
11/3/11,2.75,2.83,
11/2/11,2.68,2.75,
11/1/11,2.66,2.73,
10/31/11,2.82,2.89,
10/28/11,3.02,3.09,
10/27/11,3.1,3.18,
10/26/11,2.88,2.95,
10/25/11,2.79,2.86,
10/24/11,2.92,3,
10/21/11,2.91,2.98,
10/20/11,2.85,2.92,
10/19/11,2.83,2.9,
10/18/11,2.84,2.91,
10/17/11,2.81,2.88,
10/14/11,2.9,2.97,
10/13/11,2.83,2.9,
10/12/11,2.87,2.94,
10/11/11,2.8,2.87,
10/7/11,2.71,2.78,
10/6/11,2.64,2.71,
10/5/11,2.55,2.62,
10/4/11,2.46,2.53,
10/3/11,2.44,2.51,
9/30/11,2.58,2.66,
9/29/11,2.68,2.76,
9/28/11,2.74,2.82,
9/27/11,2.72,2.79,
9/26/11,2.62,2.69,
9/23/11,2.53,2.59,
9/22/11,2.41,2.48,
9/21/11,2.62,2.69,
9/20/11,2.76,2.82,
9/19/11,2.77,2.84,
9/16/11,2.89,2.96,
9/15/11,2.9,2.97,
9/14/11,2.85,2.92,
9/13/11,2.85,2.92,
9/12/11,2.78,2.84,
9/9/11,2.79,2.86,
9/8/11,2.85,2.92,
9/7/11,2.9,2.96,
9/6/11,2.8,2.86,
9/2/11,2.86,2.92,
9/1/11,3.03,3.1,
8/31/11,3.12,3.19,
8/30/11,3.05,3.12,
8/29/11,3.16,3.22,
8/26/11,3.07,3.13,
8/25/11,3.11,3.17,
8/24/11,3.17,3.23,
8/23/11,3,3.06,
8/22/11,2.95,3,
8/19/11,2.92,2.97,
8/18/11,2.97,3.02,
8/17/11,3.08,3.14,
8/16/11,3.17,3.23,
8/15/11,3.21,3.29,
8/12/11,3.14,3.24,
8/11/11,3.25,3.34,
8/10/11,3.02,3.08,
8/9/11,3.06,3.17,
8/8/11,3.21,3.31,
8/5/11,3.38,3.49,
8/4/11,3.26,3.37,
8/3/11,3.44,3.55,
8/2/11,3.48,3.59,
8/1/11,3.61,3.72,
7/29/11,3.66,3.77,
7/28/11,3.81,3.93,
7/27/11,3.84,3.95,
7/26/11,3.83,3.94,
7/25/11,3.87,3.98,
7/22/11,3.81,3.93,
7/21/11,3.86,3.98,
7/20/11,3.8,3.92,
7/19/11,3.74,3.86,
7/18/11,3.83,3.95,
7/15/11,3.8,3.92,
7/14/11,3.81,3.92,
7/13/11,3.74,3.85,
7/12/11,3.75,3.86,
7/11/11,3.77,3.88,
7/8/11,3.86,3.97,
7/7/11,3.97,4.08,
7/6/11,3.94,4.05,
7/5/11,3.98,4.09,
7/1/11,4.01,4.12,
6/30/11,3.98,4.09,
6/29/11,3.97,4.08,
6/28/11,3.9,4.01,
6/27/11,3.82,3.94,
6/24/11,3.72,3.83,
6/23/11,3.74,3.84,
6/22/11,3.81,3.91,
6/21/11,3.8,3.9,
6/20/11,3.77,3.87,
6/17/11,3.76,3.86,
6/16/11,3.74,3.84,
6/15/11,3.78,3.89,
6/14/11,3.9,4,
6/13/11,3.79,3.89,
6/10/11,3.77,3.87,
6/9/11,3.81,3.91,
6/8/11,3.77,3.88,
6/7/11,3.84,3.94,
6/6/11,3.82,3.92,
6/3/11,3.8,3.9,
6/2/11,3.83,3.92,
6/1/11,3.74,3.83,
5/31/11,3.82,3.91,
5/27/11,3.85,3.94,
5/26/11,3.83,3.93,
5/25/11,3.89,3.99,
5/24/11,3.87,3.96,
5/23/11,3.88,3.97,
5/20/11,3.91,4,
5/19/11,3.92,4.01,
5/18/11,3.91,4,
5/17/11,3.86,3.94,
5/16/11,3.9,3.99,
5/13/11,3.9,4.03,
5/12/11,3.94,4.07,
5/11/11,3.91,4.04,
5/10/11,3.95,4.07,
5/9/11,3.9,4.03,
5/6/11,3.9,4.03,
5/5/11,3.88,4,
5/4/11,3.95,4.08,
5/3/11,3.98,4.11,
5/2/11,4.01,4.14,
4/29/11,4.03,4.15,
4/28/11,4.05,4.18,
4/27/11,4.09,4.21,
4/26/11,4.04,4.16,
4/25/11,4.09,4.22,
4/21/11,4.12,4.24,
4/20/11,4.12,4.24,
4/19/11,4.08,4.2,
4/18/11,4.1,4.22,
4/15/11,4.12,4.25,
4/14/11,4.2,4.32,
4/13/11,4.2,4.33,
4/12/11,4.23,4.35,
4/11/11,4.3,4.42,
4/8/11,4.29,4.41,
4/7/11,4.28,4.41,
4/6/11,4.25,4.37,
4/5/11,4.17,4.3,
4/4/11,4.14,4.27,
4/1/11,4.14,4.27,
3/31/11,4.16,4.29,
3/30/11,4.16,4.29,
3/29/11,4.18,4.31,
3/28/11,4.16,4.28,
3/25/11,4.15,4.28,
3/24/11,4.12,4.25,
3/23/11,4.07,4.2,
3/22/11,4.06,4.19,
3/21/11,4.07,4.2,
3/18/11,4.04,4.17,
3/17/11,4.02,4.15,
3/16/11,3.98,4.11,
3/15/11,4.07,4.21,
3/14/11,4.12,4.25,
3/11/11,4.16,4.29,
3/10/11,4.12,4.25,
3/9/11,4.22,4.35,
3/8/11,4.28,4.41,
3/7/11,4.24,4.36,
3/4/11,4.22,4.34,
3/3/11,4.28,4.4,
3/2/11,4.18,4.3,
3/1/11,4.12,4.24,
2/28/11,4.12,4.25,
2/25/11,4.14,4.26,
2/24/11,4.17,4.29,
2/23/11,4.21,4.34,
2/22/11,4.21,4.35,
2/18/11,4.32,4.46,
2/17/11,4.3,4.44,
2/16/11,4.32,4.46,
2/15/11,4.29,4.45,
2/14/11,4.29,4.46,
2/11/11,4.33,4.49,
2/10/11,4.38,4.55,
2/9/11,4.33,4.49,
2/8/11,4.4,4.56,
2/7/11,4.33,4.5,
2/4/11,4.35,4.51,
2/3/11,4.27,4.43,
2/2/11,4.22,4.39,
2/1/11,4.2,4.37,
1/31/11,4.15,4.33,
1/28/11,4.09,4.26,
1/27/11,4.15,4.31,
1/26/11,4.18,4.34,
1/25/11,4.07,4.23,
1/24/11,4.15,4.31,
1/21/11,4.17,4.33,
1/20/11,4.2,4.36,
1/19/11,4.11,4.27,
1/18/11,4.14,4.31,
1/14/11,4.11,4.27,
1/13/11,4.08,4.24,
1/12/11,4.11,4.28,
1/11/11,4.1,4.26,
1/10/11,4.06,4.23,
1/7/11,4.08,4.25,
1/6/11,4.15,4.31,
1/5/11,4.19,4.34,
1/4/11,4.06,4.21,
1/3/11,4.03,4.18,
